Source;Target;Type
62;49;Directed
62;5;Directed
62;50;Directed
62;33;Directed
62;6;Directed
62;7;Directed
62;52;Directed
62;8;Directed
62;53;Directed
62;34;Directed
62;54;Directed
62;55;Directed
62;10;Directed
62;43;Directed
62;57;Directed
62;91;Directed
62;96;Directed
62;58;Directed
62;12;Directed
62;59;Directed
62;14;Directed
62;15;Directed
62;74;Directed
62;17;Directed
62;18;Directed
62;19;Directed
62;60;Directed
62;61;Directed
62;37;Directed
62;7;Directed
62;10;Directed
62;14;Directed
62;60;Directed
62;61;Directed
62;20;Directed
62;80;Directed
62;64;Directed
62;21;Directed
62;26;Directed
62;68;Directed
76;77;Directed
76;36;Directed
98;46;Directed
98;48;Directed
98;49;Directed
98;50;Directed
98;6;Directed
98;52;Directed
98;53;Directed
98;54;Directed
98;12;Directed
98;59;Directed
98;74;Directed
98;17;Directed
98;18;Directed
98;19;Directed
98;61;Directed
98;46;Directed
98;48;Directed
98;49;Directed
98;50;Directed
98;6;Directed
98;52;Directed
98;53;Directed
98;54;Directed
98;59;Directed
98;74;Directed
98;17;Directed
98;61;Directed
98;20;Directed
98;80;Directed
98;21;Directed
98;26;Directed
86;37;Directed
86;71;Directed
86;85;Directed
86;75;Directed
86;37;Directed
86;85;Directed
86;40;Directed
86;87;Directed
86;23;Directed
86;88;Directed
86;90;Directed
86;27;Directed
77;0;Directed
77;31;Directed
77;37;Directed
77;46;Directed
77;1;Directed
77;47;Directed
77;2;Directed
77;48;Directed
77;38;Directed
77;4;Directed
77;49;Directed
77;33;Directed
77;6;Directed
77;39;Directed
77;7;Directed
77;8;Directed
77;9;Directed
77;53;Directed
77;34;Directed
77;54;Directed
77;55;Directed
77;10;Directed
77;43;Directed
77;11;Directed
77;44;Directed
77;91;Directed
77;93;Directed
77;12;Directed
77;13;Directed
77;59;Directed
77;15;Directed
77;74;Directed
77;16;Directed
77;17;Directed
77;18;Directed
77;45;Directed
77;19;Directed
77;62;Directed
77;0;Directed
77;31;Directed
77;37;Directed
77;46;Directed
77;47;Directed
77;2;Directed
77;48;Directed
77;38;Directed
77;4;Directed
77;49;Directed
77;33;Directed
77;6;Directed
77;39;Directed
77;7;Directed
77;8;Directed
77;53;Directed
77;34;Directed
77;54;Directed
77;10;Directed
77;43;Directed
77;11;Directed
77;44;Directed
77;91;Directed
77;93;Directed
77;12;Directed
77;59;Directed
77;15;Directed
77;74;Directed
77;16;Directed
77;17;Directed
77;19;Directed
77;62;Directed
77;20;Directed
77;64;Directed
77;65;Directed
77;21;Directed
77;67;Directed
77;22;Directed
77;23;Directed
77;24;Directed
77;25;Directed
77;81;Directed
77;36;Directed
77;26;Directed
77;41;Directed
77;28;Directed
77;68;Directed
77;29;Directed
77;30;Directed
20;0;Directed
20;46;Directed
20;1;Directed
20;2;Directed
20;48;Directed
20;49;Directed
20;50;Directed
20;33;Directed
20;6;Directed
20;72;Directed
20;51;Directed
20;7;Directed
20;9;Directed
20;53;Directed
20;34;Directed
20;54;Directed
20;55;Directed
20;10;Directed
20;43;Directed
20;57;Directed
20;91;Directed
20;97;Directed
20;58;Directed
20;35;Directed
20;12;Directed
20;13;Directed
20;59;Directed
20;94;Directed
20;15;Directed
20;74;Directed
20;83;Directed
20;17;Directed
20;18;Directed
20;19;Directed
20;60;Directed
20;61;Directed
20;62;Directed
20;51;Directed
20;9;Directed
20;80;Directed
20;21;Directed
20;23;Directed
20;24;Directed
20;26;Directed
20;95;Directed
20;68;Directed
40;39;Directed
40;67;Directed
40;27;Directed
63;46;Directed
63;47;Directed
63;6;Directed
63;56;Directed
63;59;Directed
63;60;Directed
63;6;Directed
63;21;Directed
63;66;Directed
63;69;Directed
80;34;Directed
80;43;Directed
80;91;Directed
80;35;Directed
80;12;Directed
80;94;Directed
80;74;Directed
80;83;Directed
80;18;Directed
80;19;Directed
80;60;Directed
80;98;Directed
80;20;Directed
80;95;Directed
80;68;Directed
80;30;Directed
64;0;Directed
64;46;Directed
64;47;Directed
64;2;Directed
64;48;Directed
64;49;Directed
64;50;Directed
64;33;Directed
64;6;Directed
64;51;Directed
64;7;Directed
64;53;Directed
64;34;Directed
64;54;Directed
64;55;Directed
64;10;Directed
64;56;Directed
64;58;Directed
64;12;Directed
64;59;Directed
64;14;Directed
64;17;Directed
64;61;Directed
64;62;Directed
64;63;Directed
64;0;Directed
64;51;Directed
64;7;Directed
64;34;Directed
64;10;Directed
64;14;Directed
64;63;Directed
64;21;Directed
64;66;Directed
64;24;Directed
64;26;Directed
64;68;Directed
64;69;Directed
64;82;Directed
78;11;Directed
78;11;Directed
78;67;Directed
78;23;Directed
78;36;Directed
78;27;Directed
78;41;Directed
87;71;Directed
87;38;Directed
87;79;Directed
87;84;Directed
87;85;Directed
87;38;Directed
87;88;Directed
87;89;Directed
87;90;Directed
65;46;Directed
65;1;Directed
65;47;Directed
65;71;Directed
65;49;Directed
65;33;Directed
65;39;Directed
65;7;Directed
65;34;Directed
65;54;Directed
65;55;Directed
65;56;Directed
65;44;Directed
65;57;Directed
65;16;Directed
65;17;Directed
65;18;Directed
65;19;Directed
65;62;Directed
65;62;Directed
65;23;Directed
65;88;Directed
65;24;Directed
65;81;Directed
65;41;Directed
65;28;Directed
65;68;Directed
21;37;Directed
21;46;Directed
21;2;Directed
21;33;Directed
21;6;Directed
21;54;Directed
21;55;Directed
21;58;Directed
21;12;Directed
21;13;Directed
21;59;Directed
21;16;Directed
21;17;Directed
21;19;Directed
21;61;Directed
21;20;Directed
21;63;Directed
21;64;Directed
21;67;Directed
21;23;Directed
21;41;Directed
21;28;Directed
21;69;Directed
66;46;Directed
66;47;Directed
66;6;Directed
66;56;Directed
66;59;Directed
66;60;Directed
66;63;Directed
66;21;Directed
66;6;Directed
66;56;Directed
66;21;Directed
66;69;Directed
67;46;Directed
67;2;Directed
67;39;Directed
67;72;Directed
67;73;Directed
67;13;Directed
67;40;Directed
67;21;Directed
67;73;Directed
67;23;Directed
67;27;Directed
67;29;Directed
22;35;Directed
22;35;Directed
23;0;Directed
23;37;Directed
23;1;Directed
23;71;Directed
23;38;Directed
23;39;Directed
23;9;Directed
23;54;Directed
23;10;Directed
23;44;Directed
23;91;Directed
23;13;Directed
23;59;Directed
23;14;Directed
23;15;Directed
23;17;Directed
23;18;Directed
23;45;Directed
23;19;Directed
23;75;Directed
23;86;Directed
23;20;Directed
23;40;Directed
23;78;Directed
23;65;Directed
23;21;Directed
23;67;Directed
23;37;Directed
23;10;Directed
23;14;Directed
23;40;Directed
23;88;Directed
23;26;Directed
23;27;Directed
23;41;Directed
23;28;Directed
88;37;Directed
88;71;Directed
88;79;Directed
88;39;Directed
88;34;Directed
88;73;Directed
88;43;Directed
88;84;Directed
88;91;Directed
88;35;Directed
88;85;Directed
88;75;Directed
88;86;Directed
88;20;Directed
88;40;Directed
88;78;Directed
88;87;Directed
88;65;Directed
88;67;Directed
88;23;Directed
88;37;Directed
88;39;Directed
88;34;Directed
88;73;Directed
88;43;Directed
88;91;Directed
88;35;Directed
88;20;Directed
88;40;Directed
88;78;Directed
88;67;Directed
88;89;Directed
88;90;Directed
88;27;Directed
88;41;Directed
88;28;Directed
24;0;Directed
24;37;Directed
24;46;Directed
24;1;Directed
24;38;Directed
24;39;Directed
24;72;Directed
24;7;Directed
24;8;Directed
24;15;Directed
24;20;Directed
24;64;Directed
24;65;Directed
24;22;Directed
24;37;Directed
24;38;Directed
24;22;Directed
24;36;Directed
24;28;Directed
24;29;Directed
24;30;Directed
89;71;Directed
89;84;Directed
89;85;Directed
89;18;Directed
89;87;Directed
89;88;Directed
89;95;Directed
81;2;Directed
81;5;Directed
81;8;Directed
81;54;Directed
81;55;Directed
81;10;Directed
81;73;Directed
81;59;Directed
81;15;Directed
81;16;Directed
81;83;Directed
81;65;Directed
81;8;Directed
81;73;Directed
81;41;Directed
81;28;Directed
81;82;Directed
36;0;Directed
36;31;Directed
36;70;Directed
36;1;Directed
36;32;Directed
36;2;Directed
36;71;Directed
36;3;Directed
36;5;Directed
36;72;Directed
36;8;Directed
36;53;Directed
36;73;Directed
36;11;Directed
36;35;Directed
36;93;Directed
36;12;Directed
36;59;Directed
36;18;Directed
36;19;Directed
36;61;Directed
36;63;Directed
36;78;Directed
36;24;Directed
36;25;Directed
36;0;Directed
36;70;Directed
36;32;Directed
36;2;Directed
36;71;Directed
36;3;Directed
36;8;Directed
36;53;Directed
36;73;Directed
36;35;Directed
36;93;Directed
36;12;Directed
36;59;Directed
36;19;Directed
36;61;Directed
36;63;Directed
36;25;Directed
36;27;Directed
36;41;Directed
36;28;Directed
36;30;Directed
26;46;Directed
26;47;Directed
26;2;Directed
26;48;Directed
26;49;Directed
26;33;Directed
26;6;Directed
26;72;Directed
26;53;Directed
26;55;Directed
26;58;Directed
26;12;Directed
26;59;Directed
26;15;Directed
26;16;Directed
26;17;Directed
26;18;Directed
26;60;Directed
26;64;Directed
26;66;Directed
26;23;Directed
26;60;Directed
26;66;Directed
26;68;Directed
92;71;Directed
92;79;Directed
92;7;Directed
92;93;Directed
92;75;Directed
92;77;Directed
92;71;Directed
92;93;Directed
92;75;Directed
92;77;Directed
92;29;Directed
95;35;Directed
95;20;Directed
95;35;Directed
90;71;Directed
90;79;Directed
90;85;Directed
90;75;Directed
90;86;Directed
90;87;Directed
90;88;Directed
27;31;Directed
27;37;Directed
27;71;Directed
27;11;Directed
27;96;Directed
27;59;Directed
27;75;Directed
27;40;Directed
27;78;Directed
27;67;Directed
27;23;Directed
27;25;Directed
27;36;Directed
27;31;Directed
27;59;Directed
27;25;Directed
27;41;Directed
27;28;Directed
41;0;Directed
41;37;Directed
41;2;Directed
41;38;Directed
41;6;Directed
41;39;Directed
41;7;Directed
41;11;Directed
41;13;Directed
41;59;Directed
41;15;Directed
41;18;Directed
41;45;Directed
41;40;Directed
41;78;Directed
41;65;Directed
41;21;Directed
41;67;Directed
41;23;Directed
41;27;Directed
41;0;Directed
41;40;Directed
41;67;Directed
41;28;Directed
41;29;Directed
41;30;Directed
28;0;Directed
28;46;Directed
28;1;Directed
28;47;Directed
28;2;Directed
28;71;Directed
28;38;Directed
28;3;Directed
28;49;Directed
28;6;Directed
28;39;Directed
28;7;Directed
28;8;Directed
28;53;Directed
28;54;Directed
28;55;Directed
28;56;Directed
28;73;Directed
28;84;Directed
28;11;Directed
28;91;Directed
28;13;Directed
28;59;Directed
28;15;Directed
28;83;Directed
28;17;Directed
28;18;Directed
28;45;Directed
28;61;Directed
28;75;Directed
28;77;Directed
28;40;Directed
28;63;Directed
28;65;Directed
28;21;Directed
28;23;Directed
28;88;Directed
28;24;Directed
28;81;Directed
28;36;Directed
28;27;Directed
28;41;Directed
28;3;Directed
28;73;Directed
28;40;Directed
28;63;Directed
28;69;Directed
28;82;Directed
68;0;Directed
68;37;Directed
68;46;Directed
68;47;Directed
68;2;Directed
68;48;Directed
68;38;Directed
68;3;Directed
68;49;Directed
68;50;Directed
68;33;Directed
68;39;Directed
68;51;Directed
68;7;Directed
68;52;Directed
68;8;Directed
68;9;Directed
68;53;Directed
68;34;Directed
68;54;Directed
68;55;Directed
68;10;Directed
68;56;Directed
68;43;Directed
68;57;Directed
68;91;Directed
68;97;Directed
68;58;Directed
68;35;Directed
68;12;Directed
68;13;Directed
68;59;Directed
68;94;Directed
68;14;Directed
68;15;Directed
68;74;Directed
68;16;Directed
68;83;Directed
68;17;Directed
68;18;Directed
68;19;Directed
68;61;Directed
68;62;Directed
68;20;Directed
68;80;Directed
68;64;Directed
68;65;Directed
68;21;Directed
68;22;Directed
68;23;Directed
68;24;Directed
68;25;Directed
68;81;Directed
68;26;Directed
68;95;Directed
68;0;Directed
68;37;Directed
68;2;Directed
68;38;Directed
68;3;Directed
68;39;Directed
68;51;Directed
68;7;Directed
68;8;Directed
68;9;Directed
68;10;Directed
68;97;Directed
68;35;Directed
68;14;Directed
68;16;Directed
68;21;Directed
68;22;Directed
68;23;Directed
68;24;Directed
68;25;Directed
68;81;Directed
68;95;Directed
29;0;Directed
29;1;Directed
29;7;Directed
29;10;Directed
29;15;Directed
29;24;Directed
29;92;Directed
29;10;Directed
69;46;Directed
69;47;Directed
69;6;Directed
69;56;Directed
69;59;Directed
69;60;Directed
69;63;Directed
69;21;Directed
69;66;Directed
69;56;Directed
69;60;Directed
82;46;Directed
82;47;Directed
82;32;Directed
82;2;Directed
82;48;Directed
82;49;Directed
82;5;Directed
82;50;Directed
82;33;Directed
82;6;Directed
82;51;Directed
82;7;Directed
82;52;Directed
82;53;Directed
82;34;Directed
82;54;Directed
82;55;Directed
82;10;Directed
82;56;Directed
82;43;Directed
82;57;Directed
82;91;Directed
82;96;Directed
82;35;Directed
82;12;Directed
82;13;Directed
82;59;Directed
82;94;Directed
82;16;Directed
82;83;Directed
82;17;Directed
82;18;Directed
82;60;Directed
82;61;Directed
82;62;Directed
82;98;Directed
82;63;Directed
82;64;Directed
82;21;Directed
82;81;Directed
82;26;Directed
82;95;Directed
82;41;Directed
82;28;Directed
82;68;Directed
82;46;Directed
82;32;Directed
82;2;Directed
82;48;Directed
82;49;Directed
82;50;Directed
82;33;Directed
82;6;Directed
82;52;Directed
82;34;Directed
82;54;Directed
82;10;Directed
82;43;Directed
82;57;Directed
82;91;Directed
82;35;Directed
82;12;Directed
82;59;Directed
82;94;Directed
82;16;Directed
82;17;Directed
82;18;Directed
82;60;Directed
82;62;Directed
82;98;Directed
82;63;Directed
82;21;Directed
82;26;Directed
82;95;Directed
82;41;Directed
82;68;Directed
30;31;Directed
30;70;Directed
30;3;Directed
30;5;Directed
30;73;Directed
30;96;Directed
30;36;Directed
30;27;Directed
30;41;Directed
30;82;Directed
30;70;Directed
30;3;Directed
30;5;Directed
30;27;Directed
30;82;Directed
